id_matricula,rut_estudiante,nombre_estudiante,fecha_nacimiento,sexo,comuna,curso,promedio_notas,asistencia_pct,programa_apoyo,necesidad_educativa,nombre_apoderado,telefono_apoderado
M-7762,22652876-4,Martín Muñoz Rodríguez,2009-07-14,M,Talcahuano,1º A,6.7,82,Ninguno,No,Tomás Muñoz,953331889
M-7763,23529705-7,Martín Soto Sepúlveda,2008-05-22,M,Concepción,4º A,5.1,100,Beca alimentación,TDAH,Catalina Muñoz,969705996
M-7764,21529177-1,Diego Rojas Hernández,2009-05-05,M,Hualpén,1º A,6.1,98,Ninguno,No,Diego Silva,934265232
M-7765,23268804-7,Amanda Sepúlveda Torres,2008-11-03,F,Concepción,3º A,6.1,99,Ninguno,No,Martina Araya,988132383
M-7766,24326018-8,Emilia Vega Espinoza,2011-04-24,F,Penco,2º C,6.0,94,Ninguno,No,Sofía González,999637835
M-7767,24271242-5,Antonia Contreras López,2011-09-18,F,Penco,3º C,6.0,94,Beca alimentación,No,Josefa Fuentes,925261454
M-7768,20902657-9,Joaquín Rodríguez González,2007-03-15,M,Penco,2º C,4.5,82,Ninguno,TDAH,Javiera Espinoza,917406800
M-7769,20780258-K,Agustín Morales López,2010-04-11,M,San Pedro de la Paz,1º C,6.4,87,Beca alimentación,No,Catalina Silva,989390302
M-7770,22113496-2,Catalina Contreras Díaz,2011-05-03,F,San Pedro de la Paz,3º A,4.6,98,Ninguno,TDAH,Agustín Rodríguez,978034426
M-7771,22489553-0,Amanda Contreras Pérez,2011-06-17,F,Chiguayante,2º B,5.1,96,Beca alimentación,No,Josefa Soto,959171478
M-7772,22821047-8,Agustín González Rojas,2008-02-25,M,Coronel,1º B,7.0,72,Beca alimentación,TDAH,Matías Espinoza,931547096
M-7773,23258097-1,Javiera González Espinoza,2012-12-07,F,Penco,3º A,5.7,70,Programa de integración (PIE),No,Florencia Soto,949567390
M-7774,21992568-6,Josefa Torres González,2007-09-08,F,Penco,3º B,5.7,98,Beca alimentación,Discapacidad visual,Joaquín Torres,968369327
M-7775,21683604-6,Amanda Hernández Hernández,2010-10-24,F,Talcahuano,1º B,4.9,78,Ninguno,Trastorno del lenguaje,Martina Morales,978207152
M-7776,20568847-K,Catalina Contreras Martínez,2012-11-13,F,Concepción,4º C,5.5,85,Beca alimentación,No,Lucas Martínez,988582727
M-7777,20201707-8,Diego Rojas Silva,2009-12-21,M,Hualpén,3º B,6.1,97,Apoyo psicosocial,No,Tomás Fuentes,995684067
M-7778,22363330-3,Martina Martínez Vega,2009-05-22,F,Concepción,1º A,6.0,81,Apoyo psicosocial,No,Tomás Silva,996172146
M-7779,21725640-K,Benjamín Silva Sepúlveda,2008-11-06,M,Hualpén,3º B,5.1,79,Retención escolar,No,Florencia Silva,941927495
M-7780,21501355-0,Josefa Araya González,2009-02-05,F,Talcahuano,3º A,5.5,92,Apoyo psicosocial,No,Martín Flores,944888390
M-7781,20582402-0,Catalina Flores Flores,2010-04-16,F,Chiguayante,2º A,6.6,79,Ninguno,Trastorno del lenguaje,Florencia Fuentes,912237218
M-7782,23908300-0,Sofía Pérez Pérez,2012-03-24,F,Talcahuano,3º B,5.1,83,Ninguno,No,Lucas Espinoza,997979379
M-7783,22609906-5,Antonia Sepúlveda López,2008-09-16,F,Coronel,3º A,6.2,87,Apoyo psicosocial,No,Joaquín Espinoza,978236454
M-7784,21349788-7,Diego Hernández Morales,2011-09-20,M,Concepción,3º B,5.4,97,Apoyo psicosocial,No,Matías Sepúlveda,943299523
M-7785,21890856-7,Isidora Díaz Morales,2007-09-02,F,Talcahuano,2º C,3.8,95,Ninguno,Discapacidad auditiva,Martín Contreras,929925465
M-7786,21992772-7,Antonia Hernández Soto,2011-04-27,F,Penco,4º C,5.6,93,Ninguno,No,Martina Muñoz,969423495
M-7787,22277467-1,Joaquín Morales Martínez,2009-12-11,M,Talcahuano,3º B,5.9,95,Ninguno,No,Antonia Pérez,951694701
M-7788,21630174-6,Antonia Araya Contreras,2011-02-18,F,Talcahuano,3º B,5.7,90,Beca alimentación,No,Antonia Araya,983088109
M-7789,22776581-6,Tomás Silva Morales,2011-12-28,M,Concepción,4º C,5.1,85,Ninguno,No,Gabriel Soto,991555336
M-7790,23722769-2,Catalina Morales Rojas,2008-04-24,F,Talcahuano,2º C,5.6,89,Programa de integración (PIE),No,Benjamín Morales,942632800
M-7791,23532788-6,Matías Rodríguez Pérez,2012-12-12,M,Concepción,3º B,6.6,84,Beca alimentación,No,Sofía Contreras,941068631
M-7792,20981322-8,Diego Espinoza Pérez,2009-02-20,M,Tomé,3º C,4.7,100,Retención escolar,No,Joaquín Vega,943235278
M-7793,21573637-4,Florencia Pérez Morales,2007-08-15,F,San Pedro de la Paz,3º C,6.5,97,Ninguno,No,Matías Rojas,992683632
M-7794,21489882-6,Emilia Flores Fuentes,2007-04-02,F,San Pedro de la Paz,4º A,4.4,100,Beca alimentación,No,Amanda Torres,988957987
M-7795,24373454-6,Josefa Fuentes Contreras,2008-02-12,F,Chiguayante,1º C,4.8,94,Beca alimentación,No,Vicente Fuentes,914874373
M-7796,20946624-2,Benjamín Sepúlveda Araya,2011-10-13,M,Concepción,2º C,4.6,86,Ninguno,TDAH,Lucas Espinoza,972316606
M-7797,22634618-6,Sofía Vega Torres,2011-02-07,F,Talcahuano,3º A,5.1,84,Ninguno,No,Javiera Rodríguez,988844667
M-7798,21882122-4,Martina Fuentes Martínez,2007-08-09,F,Chiguayante,2º C,6.3,75,Retención escolar,No,Tomás Vega,910706862
M-7799,21493760-0,Benjamín Sepúlveda Torres,2010-08-08,M,Talcahuano,1º A,5.2,85,Ninguno,Discapacidad auditiva,Martina Martínez,910538354
M-7800,20859404-2,Tomás Martínez Muñoz,2010-01-02,M,Concepción,4º A,5.6,91,Ninguno,No,Gabriel Sepúlveda,926633287
M-7801,24490528-K,Vicente Pérez Hernández,2007-05-06,M,Coronel,3º A,5.7,83,Retención escolar,No,Martín Morales,988539187
M-7802,22811244-1,Sofía Torres Fuentes,2009-10-23,F,Coronel,1º A,6.0,86,Beca alimentación,No,Josefa Silva,991934000
M-7803,20093809-5,Martín Silva Silva,2009-08-15,M,Concepción,1º A,5.7,94,Beca alimentación,No,Vicente Hernández,952268079
M-7804,22183871-4,Amanda Rodríguez Pérez,2012-05-14,F,Coronel,1º B,6.4,100,Ninguno,No,Joaquín Hernández,912428243
M-7805,24406607-5,Diego Martínez Soto,2012-08-04,M,Concepción,1º B,4.8,84,Retención escolar,No,Amanda Muñoz,965121993
M-7806,20433126-8,Josefa Muñoz Morales,2011-06-19,F,Coronel,1º C,3.8,100,Programa de integración (PIE),No,Lucas González,999308877
M-7807,20976426-K,Joaquín López Hernández,2010-07-15,M,Concepción,1º B,6.1,75,Beca alimentación,No,Agustín López,912808021
M-7808,20581612-5,Gabriel Pérez Morales,2011-06-10,M,Concepción,4º C,5.2,92,Ninguno,No,Benjamín Sepúlveda,979555114
M-7809,23808206-K,Lucas Soto Silva,2011-08-10,M,Concepción,4º B,6.0,95,Apoyo psicosocial,No,Isidora Espinoza,977505384
M-7810,20395188-2,Diego Vega Sepúlveda,2008-08-23,M,Talcahuano,3º C,6.3,93,Ninguno,No,Amanda Rodríguez,946503822
M-7811,23487114-0,Tomás López Rojas,2007-08-02,M,Talcahuano,4º C,5.2,73,Programa de integración (PIE),No,Florencia Flores,914783206
M-7812,21845440-K,Sofía González Flores,2009-07-24,F,Penco,3º A,5.8,99,Ninguno,No,Isidora Fuentes,967580915
M-7813,22289608-4,Javiera Torres Fuentes,2011-12-01,F,Concepción,2º C,4.5,86,Ninguno,No,Sofía Rojas,922401387
M-7814,20225769-9,Florencia Sepúlveda Sepúlveda,2008-02-04,F,Coronel,4º C,4.1,100,Beca alimentación,No,Martín González,961351402
M-7815,22036045-4,Martina Silva López,2009-07-12,F,Concepción,3º C,5.6,79,Ninguno,No,Diego Martínez,916784042
M-7816,24458412-2,Diego Muñoz Vega,2009-06-19,M,Talcahuano,4º C,4.5,83,Apoyo psicosocial,No,Lucas Martínez,965402911
M-7817,21471286-2,Amanda Rojas Muñoz,2011-04-02,F,Talcahuano,4º B,5.7,77,Apoyo psicosocial,No,Amanda López,923944871
M-7818,21133454-9,Lucas Torres González,2010-09-23,M,Hualpén,3º C,5.1,77,Ninguno,No,Benjamín Muñoz,944345566
M-7819,20985744-6,Catalina Rojas Soto,2007-06-02,F,San Pedro de la Paz,3º B,6.7,93,Retención escolar,No,Sofía Flores,989342774
M-7820,23066297-0,Vicente González Martínez,2009-12-25,M,Concepción,3º B,5.3,100,Ninguno,No,Gabriel Flores,930513827
M-7821,23158863-4,Antonia Vega Morales,2008-01-27,F,Talcahuano,4º B,5.7,93,Apoyo psicosocial,No,Benjamín Torres,997979943
M-7822,20187459-7,Javiera Rojas Morales,2008-07-17,F,Chiguayante,1º A,6.0,72,Ninguno,No,Joaquín Espinoza,943738895
M-7823,23680747-4,Florencia Silva Hernández,2009-02-09,F,Concepción,4º B,4.9,86,Ninguno,No,Diego Martínez,915163620
M-7824,20704428-6,Agustín Rojas Pérez,2007-06-28,M,Talcahuano,1º C,5.5,75,Ninguno,No,Josefa Rojas,920987629
M-7825,20376326-1,Florencia Soto Martínez,2012-11-26,F,Talcahuano,2º C,5.2,80,Ninguno,No,Josefa Hernández,976643096
M-7826,23280949-9,Agustín Martínez López,2012-07-22,M,Concepción,1º C,6.7,71,Apoyo psicosocial,No,Lucas López,946183479
M-7827,23185628-0,Diego López Pérez,2011-09-25,M,Chiguayante,3º B,5.6,100,Ninguno,No,Antonia Torres,930004354
M-7828,21114717-K,Javiera Vega Morales,2012-11-23,F,Chiguayante,1º A,5.4,91,Beca alimentación,No,Amanda Soto,947022880
M-7829,22575843-K,Isidora Espinoza Espinoza,2011-06-08,F,Hualpén,1º A,6.9,72,Programa de integración (PIE),No,Emilia Flores,935513709
M-7830,23301453-8,Sofía Flores Rodríguez,2010-02-09,F,Concepción,2º A,5.8,90,Beca alimentación,No,Martina Silva,913020134
M-7831,22085848-7,Diego Rodríguez Espinoza,2007-03-07,M,Tomé,1º C,6.6,87,Apoyo psicosocial,No,Javiera Sepúlveda,969936044
M-7832,20661977-3,Isidora Pérez Muñoz,2008-01-01,F,Hualpén,3º A,5.8,85,Programa de integración (PIE),No,Martín Pérez,950490083
M-7833,20844675-2,Joaquín Araya Flores,2009-11-18,M,Hualpén,1º B,7.0,94,Ninguno,No,Javiera Martínez,939642338
M-7834,20441711-1,Martín González Contreras,2012-04-14,M,Chiguayante,2º C,5.0,87,Retención escolar,No,Diego Soto,982489211
M-7835,21766822-8,Florencia Morales Díaz,2009-06-24,F,Coronel,3º C,5.1,90,Ninguno,No,Emilia Soto,933508018
M-7836,21725009-6,Josefa Torres Pérez,2011-12-24,F,Concepción,2º C,4.6,94,Beca alimentación,No,Isidora Soto,953912091
M-7837,21083330-4,Josefa Soto Soto,2007-12-23,F,San Pedro de la Paz,3º C,5.0,100,Ninguno,No,Lucas Fuentes,994262177
M-7838,22745704-6,Emilia Silva Espinoza,2010-10-14,F,Tomé,2º B,4.7,95,Ninguno,No,Gabriel Rodríguez,982964202
M-7839,23855818-8,Florencia Vega Rodríguez,2008-06-12,F,Talcahuano,2º B,6.0,99,Ninguno,No,Matías López,917756386
M-7840,21472433-K,Vicente Hernández Morales,2012-08-09,M,San Pedro de la Paz,4º A,6.0,100,Beca alimentación,No,Amanda Hernández,956010964
M-7841,22007893-7,Lucas Morales González,2008-07-02,M,San Pedro de la Paz,1º A,6.2,77,Apoyo psicosocial,No,Antonia Torres,953058623
M-7842,21654671-4,Agustín Muñoz Flores,2009-03-04,M,Hualpén,4º A,5.5,85,Apoyo psicosocial,No,Amanda Soto,956118304
M-7843,22054658-2,Martina Araya López,2009-10-09,F,San Pedro de la Paz,3º C,5.4,89,Apoyo psicosocial,No,Lucas Vega,931119450
M-7844,22931038-7,Amanda Silva Espinoza,2011-03-05,F,Talcahuano,2º A,5.2,79,Ninguno,No,Gabriel Torres,942775606
M-7845,22371398-6,Isidora González Fuentes,2008-12-08,F,Concepción,4º B,6.7,86,Retención escolar,Discapacidad auditiva,Antonia Espinoza,979292112
M-7846,23325891-7,Javiera Rodríguez Vega,2010-05-19,F,Concepción,4º C,5.2,97,Beca alimentación,No,Martín Vega,962815327
M-7847,21610739-7,Benjamín Soto Araya,2012-06-16,M,San Pedro de la Paz,2º B,7.0,93,Apoyo psicosocial,No,Emilia Pérez,927556890
M-7848,23267348-1,Catalina Muñoz Torres,2009-06-11,F,Talcahuano,2º C,4.9,92,Programa de integración (PIE),Discapacidad visual,Joaquín Rojas,935936172
M-7849,24219956-6,Emilia Pérez Contreras,2012-07-06,F,Concepción,4º C,5.6,89,Ninguno,No,Catalina López,984348164
M-7850,22851070-6,Isidora Hernández Sepúlveda,2007-09-01,F,Concepción,3º B,6.2,73,Programa de integración (PIE),Trastorno del lenguaje,Isidora Morales,996432779
M-7851,22095841-4,Gabriel Martínez Contreras,2008-03-04,M,Tomé,3º C,6.2,100,Beca alimentación,TDAH,Isidora Espinoza,995119373
M-7852,24057486-6,Martín Martínez Morales,2009-01-09,M,Hualpén,3º B,5.9,82,Beca alimentación,No,Martín Soto,969859360
M-7853,20938655-9,Gabriel Rojas González,2012-07-22,M,Talcahuano,1º A,6.0,99,Apoyo psicosocial,No,Emilia Rojas,957647762
M-7854,20817715-8,Diego Vega Flores,2008-07-14,M,Hualpén,1º B,5.7,84,Ninguno,No,Lucas Díaz,970157206
M-7855,24037332-1,Catalina González Torres,2011-12-20,F,Tomé,3º A,7.0,91,Beca alimentación,No,Amanda Martínez,962947165
M-7856,22708503-3,Matías Sepúlveda Espinoza,2011-02-12,M,Talcahuano,1º B,5.6,98,Beca alimentación,TDAH,Isidora Sepúlveda,992148476
M-7857,23231283-7,Martina Rodríguez Rojas,2009-09-17,F,San Pedro de la Paz,3º A,4.9,88,Beca alimentación,No,Amanda Rojas,945298873
M-7858,21547174-5,Antonia Silva Fuentes,2012-04-24,F,Chiguayante,2º C,5.6,67,Ninguno,No,Lucas Sepúlveda,930410953
M-7859,22138285-0,Agustín Soto Fuentes,2007-04-18,M,Talcahuano,4º B,5.7,80,Apoyo psicosocial,No,Diego Espinoza,917435930
M-7860,24410257-8,Javiera Contreras González,2012-07-25,F,Chiguayante,2º C,6.7,85,Apoyo psicosocial,No,Diego Fuentes,927253220
M-7861,23270403-4,Amanda Silva Vega,2012-04-01,F,Talcahuano,4º A,5.4,94,Beca alimentación,No,Tomás Muñoz,979264160
M-7862,20858604-K,Matías Soto Flores,2008-07-12,M,Chiguayante,2º B,5.4,94,Beca alimentación,No,Catalina Pérez,974969947
M-7863,22773901-7,Javiera Hernández Torres,2012-05-28,F,Talcahuano,1º A,4.8,100,Ninguno,No,Javiera Espinoza,949710425
M-7864,22592274-4,Javiera Hernández Morales,2010-07-18,F,Hualpén,1º A,4.6,89,Ninguno,No,Diego Sepúlveda,951208250
M-7865,21042722-5,Gabriel González González,2010-04-10,M,Talcahuano,2º C,4.5,81,Apoyo psicosocial,No,Florencia Rojas,928414170
M-7866,22401773-8,Catalina Rodríguez Pérez,2007-06-08,F,Hualpén,1º C,6.3,100,Ninguno,No,Antonia Muñoz,988766079
M-7867,22530765-9,Javiera Muñoz Rojas,2010-01-26,F,Concepción,2º A,4.8,84,Programa de integración (PIE),No,Lucas Muñoz,995229110
M-7868,20576083-9,Sofía Contreras Hernández,2008-03-02,F,Chiguayante,4º A,5.6,82,Beca alimentación,No,Joaquín Espinoza,914790632
M-7869,20288449-9,Amanda Torres Rodríguez,2008-04-03,F,Hualpén,2º C,5.8,100,Ninguno,No,Amanda Araya,911381985
M-7870,20823908-0,Martina Sepúlveda Espinoza,2010-04-03,F,Penco,3º B,6.2,86,Programa de integración (PIE),No,Emilia Díaz,922327089
M-7871,23352734-9,Antonia Sepúlveda Espinoza,2011-05-24,F,San Pedro de la Paz,4º B,6.2,91,Ninguno,No,Benjamín Martínez,959492032
M-7872,24198238-0,Javiera López Espinoza,2008-02-21,F,San Pedro de la Paz,3º A,5.0,86,Ninguno,No,Josefa González,973542965
M-7873,23025973-4,Matías González Flores,2007-06-08,M,Concepción,3º A,4.4,89,Apoyo psicosocial,No,Diego Morales,994063157
M-7874,20069100-6,Emilia Rodríguez Silva,2009-02-08,F,Concepción,2º B,4.8,92,Ninguno,No,Diego Fuentes,929771179
M-7875,21333257-8,Matías Vega Fuentes,2011-02-21,M,Penco,3º C,6.1,100,Retención escolar,No,Isidora Silva,997830658
M-7876,22246266-1,Isidora Torres Martínez,2012-07-16,F,Talcahuano,2º B,4.5,70,Beca alimentación,No,Sofía González,923505427
M-7877,20168066-0,Diego González Vega,2012-06-03,M,Chiguayante,2º C,5.5,100,Beca alimentación,No,Benjamín Muñoz,948871769
M-7878,22461606-2,Antonia López Soto,2011-03-27,F,Concepción,1º A,6.0,87,Ninguno,No,Martín Silva,997020310
M-7879,24216218-2,Emilia Vega Rojas,2008-01-22,F,Chiguayante,3º C,5.6,65,Apoyo psicosocial,No,Martín Martínez,984501181
M-7880,21560846-5,Isidora Hernández López,2007-11-16,F,Concepción,3º B,5.5,91,Beca alimentación,No,Benjamín Rojas,976878294
M-7881,21464843-9,Joaquín Sepúlveda Flores,2010-10-24,M,Talcahuano,3º B,5.0,83,Retención escolar,No,Sofía López,969170185
M-7882,24460196-5,Diego Fuentes Torres,2011-05-15,M,Hualpén,3º A,4.4,100,Beca alimentación,No,Josefa Pérez,985255037
M-7883,20680565-8,Gabriel Vega Díaz,2009-10-07,M,Chiguayante,2º C,5.5,96,Ninguno,TDAH,Benjamín Espinoza,921134438
M-7884,21428962-5,Martín Rodríguez Rodríguez,2007-05-11,M,Coronel,3º B,4.8,85,Ninguno,Trastorno del lenguaje,Sofía Fuentes,984386819
M-7885,24074017-0,Josefa Sepúlveda Flores,2007-04-19,F,Concepción,2º A,4.9,80,Apoyo psicosocial,No,Florencia Sepúlveda,926612599
M-7886,24261275-7,Josefa Hernández Silva,2010-06-23,F,Chiguayante,2º A,5.3,86,Beca alimentación,No,Antonia Flores,978755872
M-7887,21947927-9,Matías Rodríguez Hernández,2012-08-09,M,Talcahuano,2º B,6.4,97,Ninguno,No,Josefa Martínez,996693195
M-7888,23691672-9,Matías Flores Hernández,2008-09-16,M,Concepción,1º B,5.5,75,Apoyo psicosocial,No,Joaquín González,974482331
M-7889,23133192-7,Diego Flores Contreras,2009-06-22,M,Coronel,1º C,6.3,82,Ninguno,No,Isidora López,934433861
M-7890,23153318-K,Gabriel Contreras Morales,2010-01-27,M,Chiguayante,4º C,5.8,91,Beca alimentación,No,Benjamín Martínez,955417592
M-7891,23518945-9,Joaquín Flores Díaz,2007-11-17,M,Talcahuano,2º A,6.1,91,Apoyo psicosocial,No,Josefa Contreras,930220481
M-7892,20125198-0,Lucas Rojas Sepúlveda,2011-04-08,M,Talcahuano,1º C,6.7,81,Beca alimentación,No,Matías Contreras,920735384
M-7893,20204230-7,Vicente Sepúlveda Espinoza,2012-09-13,M,Concepción,2º B,6.1,89,Ninguno,No,Josefa Fuentes,918593092
M-7894,21793450-5,Catalina Hernández Contreras,2009-07-21,F,Chiguayante,2º B,5.3,100,Programa de integración (PIE),No,Tomás Espinoza,932234555
M-7895,24471298-8,Antonia Díaz Soto,2011-10-02,F,Talcahuano,1º A,5.6,87,Ninguno,No,Benjamín Silva,932614945
M-7896,24445607-8,Josefa Araya Contreras,2010-07-07,F,Hualpén,1º B,4.5,94,Retención escolar,No,Javiera Morales,985081899
M-7897,24246826-5,Emilia Silva González,2009-08-11,F,Talcahuano,2º B,5.6,73,Apoyo psicosocial,No,Emilia Pérez,993641054
M-7898,22978275-0,Agustín Sepúlveda Martínez,2011-12-27,M,Tomé,2º C,5.3,89,Beca alimentación,No,Emilia Morales,991333360
M-7899,20332233-8,Lucas Rodríguez Fuentes,2012-10-02,M,Penco,2º C,5.8,86,Ninguno,Discapacidad auditiva,Agustín Soto,974306195
M-7900,20375286-3,Amanda Morales Araya,2012-09-08,F,Chiguayante,2º C,5.7,85,Ninguno,No,Antonia Martínez,925975171
M-7901,21942012-6,Agustín Espinoza Hernández,2010-10-26,M,Chiguayante,4º A,5.3,92,Ninguno,No,Antonia Soto,992416928
M-7902,21324114-9,Javiera Araya Díaz,2009-03-12,F,Chiguayante,3º A,5.7,87,Apoyo psicosocial,No,Lucas Silva,941687786
M-7903,23941667-0,Martina Vega Martínez,2012-03-22,F,Chiguayante,1º C,5.6,81,Beca alimentación,No,Catalina Torres,932859616
M-7904,23642582-2,Javiera Rojas Martínez,2009-09-24,F,Hualpén,4º A,6.3,78,Ninguno,No,Isidora Muñoz,949560832
M-7905,20139438-2,Matías Contreras Hernández,2007-06-14,M,Talcahuano,1º C,5.6,77,Programa de integración (PIE),No,Amanda Rojas,929672737
M-7906,20601817-6,Isidora Sepúlveda González,2008-11-28,F,Concepción,3º A,5.7,76,Retención escolar,TDAH,Matías Rojas,974175285
M-7907,20903830-5,Martina Torres Morales,2009-05-07,F,Chiguayante,1º B,4.8,96,Ninguno,Trastorno del lenguaje,Benjamín Morales,964551095
M-7908,24296959-0,Sofía Torres González,2007-04-05,F,Penco,1º B,5.1,96,Retención escolar,No,Benjamín Soto,987036932
M-7909,23440340-6,Emilia Díaz Martínez,2010-07-17,F,Talcahuano,2º C,4.4,81,Programa de integración (PIE),No,Diego Vega,968527188
M-7910,20639404-6,Emilia Flores Soto,2007-08-17,F,Hualpén,3º C,5.0,84,Ninguno,No,Lucas Contreras,972837710
M-7911,22809223-8,Joaquín Muñoz Soto,2009-12-21,M,Concepción,3º A,5.6,98,Apoyo psicosocial,No,Vicente Espinoza,983573067
M-7912,20180230-8,Martín González González,2010-11-10,M,Coronel,2º C,6.5,95,Beca alimentación,No,Emilia Silva,996848894
M-7913,21457647-0,Josefa Contreras Hernández,2009-02-01,F,Concepción,2º C,4.5,88,Ninguno,Trastorno del lenguaje,Joaquín Hernández,995328258
M-7914,22738228-3,Javiera Muñoz González,2011-05-03,F,San Pedro de la Paz,3º A,5.1,75,Beca alimentación,No,Florencia Rojas,958137627
M-7915,22663087-9,Catalina Contreras Sepúlveda,2011-09-21,F,Hualpén,3º A,5.0,81,Ninguno,No,Sofía Araya,987911634
M-7916,22854304-3,Matías Vega Rodríguez,2009-05-15,M,Talcahuano,4º A,5.7,95,Retención escolar,TDAH,Martín Silva,968603133
M-7917,21150316-2,Josefa Flores Silva,2012-10-26,F,Hualpén,3º A,5.6,89,Ninguno,No,Amanda Rojas,943764289
M-7918,20213443-0,Javiera Vega Flores,2008-10-03,F,Talcahuano,1º B,4.8,96,Programa de integración (PIE),No,Catalina Martínez,932001043
M-7919,22132544-K,Benjamín Sepúlveda Rodríguez,2012-10-08,M,Chiguayante,1º C,4.6,92,Beca alimentación,TDAH,Antonia González,912674382
M-7920,20889062-8,Martina Pérez Flores,2007-12-21,F,San Pedro de la Paz,3º B,6.6,100,Beca alimentación,Trastorno del lenguaje,Benjamín Vega,977415324
M-7921,23455920-1,Emilia Rojas Martínez,2010-07-26,F,Talcahuano,3º C,6.0,100,Beca alimentación,No,Josefa Sepúlveda,936307269
M-7922,23651359-4,Emilia Rodríguez Hernández,2009-11-18,F,Talcahuano,3º C,6.2,86,Ninguno,No,Emilia Torres,989984466
M-7923,22791887-6,Tomás Díaz Sepúlveda,2008-02-19,M,Hualpén,2º B,5.4,84,Ninguno,No,Martín Araya,940065169
M-7924,20644816-2,Martina Flores Díaz,2012-01-24,F,Tomé,2º A,5.1,87,Ninguno,No,Matías Rodríguez,930328994
M-7925,21783291-5,Josefa Contreras Silva,2012-08-13,F,San Pedro de la Paz,2º B,4.7,77,Apoyo psicosocial,No,Emilia Vega,971486507
M-7926,24281582-8,Matías Espinoza Muñoz,2008-03-24,M,Hualpén,1º B,6.7,87,Apoyo psicosocial,No,Isidora Rojas,956628032
M-7927,20876634-K,Martina Pérez Fuentes,2008-08-18,F,Talcahuano,2º C,6.2,90,Retención escolar,No,Antonia Araya,991031647
M-7928,22574495-1,Sofía Espinoza Vega,2011-09-20,F,San Pedro de la Paz,2º C,7.0,93,Beca alimentación,No,Lucas Soto,944621719
M-7929,23458979-8,Matías López Muñoz,2010-12-13,M,Talcahuano,2º B,6.2,84,Ninguno,No,Martín Sepúlveda,936435041
M-7930,21829113-6,Sofía Flores Contreras,2008-01-23,F,San Pedro de la Paz,1º C,5.2,83,Beca alimentación,No,Vicente Morales,944405305
M-7931,21196971-4,Isidora Silva Torres,2008-03-19,F,Chiguayante,2º B,5.3,88,Apoyo psicosocial,Trastorno del lenguaje,Josefa Vega,964269457
M-7932,21235501-9,Emilia Silva Hernández,2010-01-24,F,Chiguayante,1º C,5.9,95,Ninguno,No,Martina Vega,952915068
M-7933,21419160-9,Amanda Martínez Fuentes,2010-01-09,F,Chiguayante,3º B,5.6,90,Ninguno,No,Josefa Araya,955113196
M-7934,21461328-7,Joaquín Hernández Díaz,2007-08-05,M,Penco,2º B,6.2,93,Beca alimentación,No,Agustín Pérez,919898239
M-7935,22424029-1,Matías Rojas Fuentes,2010-01-05,M,Concepción,2º C,6.5,100,Retención escolar,No,Joaquín Torres,937870831
M-7936,22603544-K,Florencia Silva Rodríguez,2012-02-23,F,Concepción,3º B,5.9,83,Beca alimentación,TDAH,Agustín Espinoza,977147625
M-7937,24032508-4,Lucas Fuentes González,2008-09-15,M,Concepción,2º C,5.2,90,Retención escolar,No,Isidora Pérez,939891305
M-7938,22885527-4,Isidora Díaz Díaz,2009-10-25,F,San Pedro de la Paz,3º A,5.8,86,Retención escolar,No,Amanda Pérez,983382484
M-7939,22904612-4,Benjamín Morales Silva,2009-10-14,M,San Pedro de la Paz,4º B,5.0,97,Beca alimentación,No,Agustín Pérez,936549011
M-7940,21111715-7,Lucas Vega Pérez,2011-05-23,M,Coronel,1º C,5.8,90,Beca alimentación,No,Isidora Espinoza,986102217
M-7941,21544255-9,Martín González López,2010-02-25,M,Penco,4º C,5.2,81,Apoyo psicosocial,No,Benjamín Díaz,914752209
M-7942,24370474-4,Lucas Díaz Araya,2009-02-14,M,Talcahuano,4º B,6.7,85,Ninguno,No,Isidora Fuentes,999907489
M-7943,20147968-K,Lucas Vega Vega,2007-09-11,M,San Pedro de la Paz,4º C,4.5,94,Apoyo psicosocial,No,Martín Morales,994733144
M-7944,23010849-3,Diego González Flores,2012-03-25,M,Talcahuano,4º A,6.5,84,Beca alimentación,No,Vicente Rojas,964170159
M-7945,22754857-2,Agustín Vega Fuentes,2011-04-18,M,Penco,1º C,5.4,100,Beca alimentación,No,Martina González,991241383
M-7946,20956038-9,Martín Araya Morales,2007-01-09,M,Coronel,1º B,5.0,90,Apoyo psicosocial,No,Catalina González,912358237
M-7947,23920386-3,Matías Soto Fuentes,2010-03-06,M,Concepción,3º B,6.4,86,Ninguno,No,Josefa Rojas,979626758
M-7948,23882387-6,Gabriel Torres Rojas,2011-11-22,M,Concepción,2º A,4.7,97,Apoyo psicosocial,No,Tomás Contreras,975896370
M-7949,21133823-4,Diego López Soto,2008-03-23,M,Talcahuano,2º A,4.7,83,Ninguno,No,Catalina Hernández,923794926
M-7950,20173964-9,Tomás Vega Fuentes,2011-02-27,M,Talcahuano,4º C,5.8,70,Ninguno,TDAH,Emilia Morales,925150532
M-7951,20955926-7,Josefa Silva Soto,2009-10-18,F,Tomé,1º A,5.8,71,Retención escolar,No,Agustín Flores,940571492
M-7952,24061944-4,Isidora Pérez Contreras,2008-03-23,F,Coronel,3º C,4.2,100,Ninguno,No,Sofía Silva,924098277
M-7953,20015544-9,Sofía Rojas Torres,2009-02-08,F,Tomé,2º C,5.0,83,Ninguno,Trastorno del lenguaje,Gabriel Contreras,928565029
